idx	htid	access	rights	ht_rec	enum_chron	source	source_rec	oclc_num	isbn	issn	lccn	title	imprint	rights_code	last_update	gov_doc	pub_date	pub_place	lang	bib_format	coll_code	provider_code	resp_ent_code	dig_agent_code	access_profile	author
8969154	uc1.32106005680761	deny	ic	7104234		UC	.b10403735	11610710	0405018533			Clotel; or, The president's daughter : a narrative of slave life in the United States / by William Wells Brown.	Ayer Co., 1984.	bib	2010-09-03 20:33:03	0	1984.0	nhu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Brown, William Wells, 1815-1884.
599648	uc1.32106005767956	deny	ic	169417		UC	.b14286920	6789342	0394423291 :		80022821	Tar baby / Toni Morrison.	distributed by Random House, 1981.	bib	2009-11-24 22:30:03	0	1981.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Morrison, Toni.
3624329	uc1.32106005940579	deny	ic	1187802		UC	.b17116429	188256	9780151899050,0151899053		79117577 //r71	The third life of Grange Copeland.	Harcourt, Brace, Jovanovich [1970]	bib	2010-09-20 20:30:39	0	1970.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Walker, Alice, 1944-
9007450	uc1.32106006161563	deny	ic	7127521		UC	.b16931221	171501			26015403	Nigger heaven.	Knopf, 1926.	bib	2010-09-10 19:31:57	0	1926.0	   	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Van Vechten, Carl, 1880-1964.
8987272	uc1.32106006597774	deny	ic	7117723		UC	.b14662681	329466	040400217X		74177459	The blacker the berry; a novel of Negro life. New York, Macaulay Co., 1929.	AMS Press, 1972]	bib	2010-09-07 20:32:37	0	1972.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Thurman, Wallace, 1902-1934.
8968046	uc1.32106006995556	deny	ic	7103417		UC	.b10172646	8642180	0553203118 :			The jewels of Aptor / Samuel R. Delany.	Bantam, 1982, c1968.	bib	2010-09-16 19:32:22	0	1982.0	xxc	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Delany, Samuel R.
742162	uc1.32106007125674	deny	ic	262007		UC	.b14959513	7836399	0803747489 :		81065854 /AC	Let the circle be unbroken / Mildred D. Taylor.	Dial Press, c1981.	bib	2010-09-15 20:30:46	0	1981.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Taylor, Mildred D.
2952602	uc1.32106007216978	deny	ic	759065		UC	.b11556687	8112427	9024721636		81-469765//r903	Nuaulu settlement and ecology : an approach to the environmental relations of an eastern Indonesian community / Roy F. Ellen.	Martinus Nijhoff, 1978.	bib	2009-11-26 22:30:05	0	1978.0	ne 	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Ellen, R. F., 1947-
1041151	uc1.32106007248831	deny	ic	461365		UC	.b10109201	11090942	0252011228 (pbk. : alk. paper)		84016126//r85	Moses, man of the mountain / Zora Neale Hurston ; with an introduction by Blyden Jackson.	University of Illinois Press, 1984, c1939.	bib	2009-12-07 23:30:10	0	1984.0	ilu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Hurston, Zora Neale.
10280853	uc1.32106007386094	deny	ic	8326195		UC	.b14540319	11981272				Narrative of the life of Frederick Douglass, an American slave / written by himself.	New American Library, 1968.	bib	2010-07-20 08:55:27	0	1968.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Douglass, Frederick, 1817?-1895.
8987360	uc1.32106007387381	deny	ic	7117793		UC	.b14682102	3691420	0394717155		72010419	Invisible man / Ralph Ellison.	Vintage Books, 1972, c1952.	bib	2010-09-03 19:30:23	0	1972.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Ellison, Ralph.
747113	uc1.32106007393728	deny	und	265850		UC	.b15933994	264020			61007367	Another country.	Dial Press, 1962.	crms	2013-07-10 05:25:03	0	1962.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baldwin, James, 1924-1987
8969494	uc1.32106007428359	deny	ic	7104515		UC	.b10498722	13094330	0850316693 (pbk) :,0850316685 (cased) :		gb 86004647	The heat's on / Chester Himes.	Allison & Busby, 1986, c1966.	bib	2010-09-03 20:30:21	0	1986.0	enk	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Himes, Chester B., 1909-1984
9008441	uc1.32106007456509	deny	ic	7128048		UC	.b17074642	100866	0030850746		79117270	The bluest eye; a novel.	Holt, Rinehart and Winston [1970]	bib	2010-09-21 19:30:31	0	1970.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Morrison, Toni.
10280111	uc1.32106007902726	deny	ic	8325616		UC	.b13922130	79199711			70088437	Their eyes were watching God; a novel.	Negro Universities Press [1969, c1937]	ren	2020-07-28 13:26:35	0	1969.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Hurston, Zora Neale.
8971504	uc1.32106008091461	deny	ic	7106053		UC	.b10931788	14693233	0807063193 (pbk.) :		86047751	Eva's man / Gayl Jones.	Beacon Press, 1987, c1976.	bib	2010-09-14 20:30:35	0	1987.0	mau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Jones, Gayl.
8971242	uc1.32106008221522	deny	ic	7105902		UC	.b10888950	929101				No way back, a novella.	Exposition Press [1973]	bib	2010-09-16 20:32:22	0	1973.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Ellis, Teresa.
7874999	uc1.32106008785955	deny	ic	6116393		UC	.b24460679	2756042			76011428	Changing all those changes / James P. Girard	Yardbird Wing Editions, c1976	bib	2009-12-07 23:30:11	0	1976.0	cau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Girard, James Preston, 1944-
4566336	uc1.32106008998061	deny	ic	1818791		UC	.b11220685	17258786	0679739424 :		87040500	No telephone to heaven / Michelle Cliff.	Vintage Books, 1989, c1987.	bib	2010-07-20 08:51:48	0	1989.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Cliff, Michelle.
8974886	uc1.32106009647071	deny	ic	7108794		UC	.b11908099	21228850	9780140143478,0140143475 :		90-7015	Fever : twelve stories / John Edgar Wideman.	Penguin Books, 1990, c1989.	bib	2009-12-07 22:30:13	0	1990.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Wideman, John Edgar.
8734005	uc1.32106009831063	deny	ic	6833281		UC	.b10613468	1635098				Driftglass; ten tales of speculative fiction, by Samuel R. Delany.	New American Library [1971]	bib	2010-09-20 20:30:41	0	1971.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Delany, Samuel R.
8977591	uc1.32106009999548	deny	ic	7111029		UC	.b12904880	27163659	0553279378 :			I know why the caged bird sings / Maya Angelou.	Bantam Books, 1971, c1969.	bib	2010-09-10 19:30:10	0	1971.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Angelou, Maya.
5749415	uc1.32106010332069	deny	ic	2803898		UC	.b13064514	27726592	0670850136 :		93014676	Billy / Albert French.	Viking Penguin, 1993.	bib	2010-09-16 20:32:24	0	1993.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	French, Albert.
2947576	uc1.32106010435557	deny	ic	754542		UC	.b14069805	5170168	0803747772 :		79053577	Just above my head / James Baldwin.	Dial Press, c1979.	bib	2009-12-07 22:30:13	0	1979.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baldwin, James, 1924-1987.
9027643	uc1.32106010537014	deny	ic	7138513		UC	.b20829681	11158812	0899193579 :		84016222 //r943	Linden Hills / Gloria Naylor	Ticknor & Fields, 1985	bib	2010-09-21 19:30:50	0	1985.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Naylor, Gloria
5421358	uc1.32106010565411	deny	ic	2437474		UC	.b11908105	21441847	0671708430 :		90-36284	Disappearing acts / Terry McMillan.	Pocket Books, 1990, c1989.	bib	2010-07-20 08:53:48	0	1990.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	McMillan, Terry.
8986666	uc1.32106010569173	deny	ic	7117224		UC	.b14512178	7999217	0670778559		81069969	The women of Brewster Place / Gloria Naylor.	Viking Press, 1982.	bib	2010-09-21 19:30:10	0	1982.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Naylor, Gloria.
5892027	uc1.32106011140750	deny	ic	2981937		UC	.b18361274	30739478	0525937218		94003639	Autobiography of a family photo : a novel / Jacqueline Woodson	Dutton, c1995	bib	2010-09-22 20:33:24	0	1995.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Woodson, Jacqueline
9019782	uc1.32106011196083	deny	ic	7133445		UC	.b19256103	33142252	0140250360 (pbk.) :			Blanche among the talented tenth / Barbara Neely	Penguin Books, 1995, c1994	bib	2009-11-24 22:30:14	0	1994.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Neely, Barbara
10280154	uc1.32106011325591	deny	ic	8325667		UC	.b2200550x	45393024	0679642196 (acid-free paper)		00066205	Giovanni's room / James Baldwin	Modern Library, 2001	bib	2010-07-20 08:53:16	0	2001.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baldwin, James, 1924-1987
9025748	uc1.32106011345482	deny	ic	7137279		UC	.b20382613	38483724	0345409698		96096900	Sisters & lovers / Connie Briscoe	Ballantine Bks., 1996, c1994	bib	2010-09-11 19:30:06	0	1994.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Briscoe, Connie
9013151	uc1.32106011443998	deny	ic	7130530		UC	.b1848878x	1191733				Maleficium	Free Lance Press, 1971	bib	2009-12-06 23:30:10	0	1971.0	xx 	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Atkins, Russell
9014457	uc1.32106011476725	deny	ic	7131237		UC	.b18665949	32274091	0679756949		95012961	Brothers and keepers / John Edgar Wideman	Vintage Books, 1995	bib	2010-09-18 19:30:34	0	1995.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Wideman, John Edgar
5879894	uc1.32106011477798	deny	ic	2971321		UC	.b18726951	31132463	0878057501,0878057498		94035500 //r95	Savage holiday : a novel / by Richard Wright ; with an afterword by Gerald Early	University Press of Mississippi, c1994	bib	2009-11-24 22:30:03	0	1994.0	msu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Wright, Richard, 1908-1960
10280146	uc1.32106011686398	deny	ic	8325658		UC	.b18298345	15133234	0060808691 (pbk.) :		86046111 //r92	The long dream / Richard Wright	Perennial Library, 1987, c1958	bib	2010-07-20 08:53:16	0	1987.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Wright, Richard, 1908-1960
10274830	uc1.32106011764567	deny	ic	8322090		UC	.b13063005	28962836	067940533X :		93035933	Crossing the river / by Caryl Phillips.	Knopf : Distributed by Random House, 1994. c1993	bib	2010-07-20 08:57:17	0	1994.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Phillips, Caryl.
8977965	uc1.32106011786719	deny	ic	7111341		UC	.b12987402	123288771	1562800426 (paper) :		93024908	Long goodbyes : a Virginia Kelly mystery / Nikki Baker.	Naiad Press, 1993.	bib	2009-12-08 00:30:11	0	1993.0	flu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baker, Nikki, 1962-
8978078	uc1.32106011802144	deny	ic	7111441		UC	.b13007439	14411802	0882581546 (pbk.) :		86021138	God bless the child / Kristin Hunter.	Howard University Press, 1986, 1964.	bib	2010-09-13 19:30:14	0	1986.0	dcu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Hunter, Kristin.
9017880	uc1.32106012002603	deny	ic	7132721		UC	.b17759961	31012729	0880014016 :		94032220	Tragic magic : a novel / by Wesley Brown	Ecco Press, 1995	bib	2010-09-10 19:30:12	0	1995.0	nju	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Brown, Wesley, 1947-
9027852	uc1.32106012271430	deny	ic	7138621		UC	.b2083276x	28016190	1566561221 (pbk.),1566561264		93001663 //r963	Under the silk cotton tree : a novel / Jean Buffong	Interlink Books, 1993	bib	2010-09-04 19:33:07	0	1993.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Buffong, Jean
9027748	uc1.32106012280613	deny	ic	7138574		UC	.b20818816	40901195	0684834677		99021761	The ghost : a novel / Marc Olden	Simon & Schuster, c1999	bib	2010-09-22 20:31:35	0	1999.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Olden, Marc
2144882	uc1.32106012297450	deny	ic	555439		UC	.b10679431	13771864	0688051138 :		85029781	Dessa Rose / Sherley Anne Williams.	W. Morrow, c1986.	bib	2009-11-24 21:30:03	0	1986.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Williams, Sherley Anne, 1944-
10280257	uc1.32106012315435	deny	ic	8325777		UC	.b20963762	41328134	0671010069 (pbk.) :			A red death / Walter Mosley	Pocket Books, 1992, c1991	bib	2010-07-20 08:53:18	0	1991.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Mosley, Walter
6749017	uc1.32106012317522	deny	ic	4096315		UC	.b20871260	42592795	0375409327 (hc)		99048835	Don't the moon look lonesome : a novel in blues and swing / Stanley Crouch	Pantheon Books, c2000	bib	2009-12-08 00:30:22	0	2000.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Crouch, Stanley
9001978	uc1.32106012331168	allow	pdus	7124114		UC	.b16268623	254486296				Quicksand.	Negro Universities Press 1969.	ren	2020-07-28 13:26:35	0	1969.0	   	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Larsen, Nella.
9018953	uc1.32106012836505	deny	ic	7133038		UC	.b19250484	30624768	081611630X		94012994 //r94	Who was responsible? : stories from Half century / Maggie Shaw Fullilove. The resentment / Mary Etta Spencer ; [general] introduction by P. Gabrielle Foreman	G.K. Hall, c1994	bib	2010-09-06 20:30:09	0	1994.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Shaw Fullilove, Maggie, 1884-
9018709	uc1.32106013073371	deny	ic	7132883		UC	.b19199296	34324990	0920813097		95194286	Tales from the Gardens and beyond / Hazelle Palmer	Sister Vision, c1995	bib	2010-09-04 20:30:12	0	1995.0	onc	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Palmer, Hazelle
9010623	uc1.32106013188237	deny	ic	7129406		UC	.b17340494	27376672	0140174397 (pbk) :			Blanche on the lam / Barbara Neely	Penguin Books, 1993, c1992	bib	2010-09-21 19:30:32	0	1993.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Neely, Barbara
726466	uc1.32106013535023	deny	ic	248662		UC	.b13300118	427099			68018639	Tell me how long the train's been gone; a novel.	Dial Press, 1968.	bib	2010-09-13 19:30:03	0	1968.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baldwin, James, 1924-1987
15291	uc1.32106013616450	deny	ic	12250		UC	.b13288192	810973	9780803741690,0803741693		74001161	If Beale Street could talk.	Dial Press, 1974.	bib	2010-09-14 19:31:03	0	1974.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baldwin, James, 1924-1987
9016252	uc1.32106013664211	deny	ic	7132009		UC	.b19000613	33078789	089141584X		95038666	Tell me a tale : a novel of the Old South / James McEachin	Lyford Books, c1996	bib	2010-09-20 20:32:34	0	1996.0	cau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	McEachin, James
8970196	uc1.32106013737868	deny	ic	7105078		UC	.b10672333	13795224	0930350995 (pbk. : alk. paper) :		86012840	Lawd today / Richard Wright ; with a new foreword by Arnold Rampersad.	Northeastern University Press, 1986, c1963.	bib	2010-09-10 19:32:04	0	1986.0	mau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Wright, Richard, 1908-1960.
10280153	uc1.32106013737926	deny	ic	8325666		UC	.b19432458	13035641	0440302005			Another country / James Baldwin	Dell, 1985, c1962	bib	2010-07-20 08:53:20	0	1962.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Baldwin, James, 1924-1987
9012360	uc1.32106013913279	deny	ic	7130228		UC	.b18325828	28255600	0385469683 :		93008731	Invisible life : a novel / by E. Lynn Harris	Anchor Books, 1994	bib	2010-08-24 04:30:20	0	1994.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Harris, E. Lynn
2337690	uc1.32106013966244	deny	ic	626590		UC	.b16431029	271146			68023716	The house behind the cedars.	Gregg Press [1968]	bib	2009-12-07 22:30:14	0	1968.0	nju	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Chesnutt, Charles W. 1858-1932.
9022985	uc1.32106013972234	deny	ic	7135393		UC	.b19783796	37223652	1852425644		96071368	Rhode Island red / Charlotte Carter	Serpent's Tail, c1997	bib	2010-09-19 20:33:06	0	1997.0	enk	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Carter, Charlotte
9022982	uc1.32106013972432	deny	ic	7135390		UC	.b19881447	36165553	1561641332,1561641308		97004447 //r97	The thang that ate my grandaddy's dog : a novel / by John Calvin Rainey	Pineapple Press, c1997	bib	2009-12-06 21:30:11	0	1997.0	flu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Rainey, John Calvin, 1951-
506503	uc1.32106014060773	deny	ic	107278		UC	.b14783125	8626833	0399127542 :		82013215	Praisesong for the widow / Paule Marshall.	Putnam's, c1983.	bib	2009-11-24 21:30:03	0	1983.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Marshall, Paule, 1929-
9023811	uc1.32106014180803	deny	ic	7135999		UC	.b20072338	33391535	0684801604			The serpent's gift / Helen Elaine Lee	Scribner Paperback Fiction, 1995, c1994	bib	2010-09-21 19:30:10	0	1995.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Lee, Helen Elaine
9025384	uc1.32106014257791	deny	ic	7137040		UC	.b20317165	37579893	0670876267		97039834	Blanche cleans up / Barbara Neely	Viking, 1998	bib	2009-11-24 22:30:09	0	1998.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Neely, Barbara
6080822	uc1.32106014263724	deny	ic	3145916		UC	.b19301741	34721999	0684829711		96019914 //r96	Flight of the blackbird : a novel / Faye McDonald Smith	Scribner, c1996	bib	2010-07-20 08:54:05	0	1996.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Smith, Faye McDonald
9022281	uc1.32106014549791	deny	ic	7134983		UC	.b19796778	16752404	0930044967		88133350	The black and white of it / Ann Allen Shockley	Naiad Press, 1987	bib	2010-09-19 20:30:19	0	1987.0	flu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Shockley, Ann Allen
8968049	uc1.32106014552639	deny	ic	7103420		UC	.b10172968	8654253	0553203126			The ballad of beta 2 / Samuel R. Delany.	Bantam Books, 1982, c1965.	bib	2010-12-23 20:34:30	0	1982.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Delany, Samuel R.
9022870	uc1.32106014562885	deny	ic	7135324		UC	.b19852186	37534026	0385491239		97039733	Only twice I've wished for heaven : a novel / Dawn Turner Trice	Anchor Books, 1998	bib	2010-09-19 20:31:14	0	1998.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Trice, Dawn Turner
9022339	uc1.32106014605213	deny	ic	7135031		UC	.b19696905	36103813	0525940103		96029900	Balancing act / Anita Richmond Bunkley	Dutton, c1997	bib	2010-09-07 20:32:44	0	1997.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Bunkley, Anita R.
6471557	uc1.32106014642471	deny	ic	3858428		UC	.b19456505	32894020	0385477805		95035288 //r96	Concrete candy : stories / Apollo	Anchor, 1996	bib	2010-09-13 19:30:09	0	1996.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Apollo, 1980-
9021902	uc1.32106014680539	deny	ic	7134776		UC	.b19708518	36327295	0345413458		97001414 //r97	Stray dogs / John Ridley	Ballantine Books, 1997	bib	2010-09-22 20:30:47	0	1997.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Ridley, John, 1965-
10280195	uc1.32106014684572	deny	ic	8325710		UC	.b19769489	31930395	0140179089 :		93044676	Billy / Albert French	Penguin Books, 1995	bib	2010-07-20 08:52:36	0	1995.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	French, Albert
4562382	uc1.32106014692526	deny	ic	1815337		UC	.b19625340	17106585	0807083038 (pbk.)		87042853 //r952	The Narrows / Ann Petry ; with an introduction by Nellie Y. McKay	Beacon Press, 1988, c1953	bib	2009-12-08 00:30:22	0	1988.0	mau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Petry, Ann Lane, 1911-1997
6229867	uc1.32106014883836	deny	ic	3326478		UC	.b20324479	31171475	0452273358		94034233	Traitor to the race / Darieck Scott	Dutton, c1995	bib	2013-02-07 04:30:05	0	1995.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Scott, Darieck
9025961	uc1.32106015065227	deny	ic	7137431		UC	.b20300505	38249296	1571780637		98012143	Cheekie : a child out of the Desire : a novel / by Clarence Nero	Council Oak Books, 1998	bib	2010-09-21 19:30:51	0	1998.0	oku	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Nero, Clarence, 1970-
10280127	uc1.32106015352120	deny	ic	8325637		UC	.b20564302	22629591	0395573807 (pbk.) :		90019880 //r94	The street / Ann Petry	Houghton Mifflin Co., [1991], c1946	bib	2014-03-13 03:26:04	0	1991.0	mau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Petry, Ann Lane, 1911-1997
8983440	uc1.32106015389122	deny	ic	7114914		UC	.b13926081	3558990	9780809308743,0809308746		77018724	Contending forces : a romance illustrative of Negro life North and South / by Pauline E. Hopkins ; afterword by Gwendolyn Brooks ; with ill. by R. Emmet Owen.	Southern Illinois University Press, [1978] c1899.	bib	2010-09-07 20:30:17	0	1978.0	ilu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Hopkins, Pauline E.
9026942	uc1.32106015481796	deny	ic	7138185		UC	.b20706479	42771912	0060193956		99053121	The Hotel Alleluia : a novel / Lucinda Roy	HarperCollins, c2000	bib	2010-09-04 19:33:08	0	2000.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Roy, Lucinda
9034249	uc1.32106015904276	deny	ic	7142892		UC	.b22467415	47639365	0141001976 (pbk.) :		2003576877	Blanche passes go / Barbara Neely	Penguin Books, 2001	bib	2010-09-22 20:33:26	0	2001.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Neely, Barbara
9034764	uc1.32106015985705	deny	ic	7143235		UC	.b22718606	50654742	0743410092		2003268516	Douglass' women : a novel / Jewell Parker Rhodes	Atria Books, c2002	bib	2009-11-24 22:30:09	0	2002.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Rhodes, Jewell Parker
9034250	uc1.32106016003672	deny	ic	7142893		UC	.b22467518	32028483	0451184270 (pbk.) :			The color of love / by Sandra Kitt	Signet, 1995	bib	2009-12-07 22:30:15	0	1995.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Kitt, Sandra
9031588	uc1.32106016085083	deny	ic	7140968		UC	.b20896645	38582388	0671019074 (pbk.)			The color purple / Alice Walker	Washington Square Press, 1983, c1982	bib	2010-07-20 08:54:07	0	1982.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Walker, Alice, 1944-
9031587	uc1.32106016182757	deny	ic	7140968		UC	.b20896645	38582388	0671019074 (pbk.)			The color purple / Alice Walker	Washington Square Press, 1983, c1982	bib	2009-11-24 22:30:19	0	1982.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Walker, Alice, 1944-
8977829	uc1.32106016252030	deny	ic	7111219		UC	.b12956387	26756693	0394726332 :		92081673	The chosen place, the timeless people / Paule Marshall.	Vintage Books, 1992, c1969.	bib	2009-12-06 23:30:11	0	1992.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Marshall, Paule, 1929-
9024505	uc1.32106016261718	deny	ic	7136640		UC	.b2004558x	37519505	0940242753 (pbk.)		97031392 //r98	Love like gumbo / Nancy Rawles	Fjord Press, c1997	bib	2010-09-22 20:31:36	0	1997.0	wau	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Rawles, Nancy, 1958-
9031080	uc1.32106016410208	deny	ic	7140648		UC	.b21502444	46791125	0743205588		2001033269	Bombingham : a novel / Anthony Grooms	Free Press, c2001	bib	2010-09-18 20:30:38	0	2001.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Grooms, Anthony
6867485	uc1.32106016422278	deny	ic	4305801		UC	.b22244876	54768184	0743442520		2002016232	Six easy pieces : Easy Rawlins stories / Walter Mosley	Atria Books, c2003	bib	2010-09-20 20:32:35	0	2003.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Mosley, Walter
9033502	uc1.32106016423508	deny	ic	7142388		UC	.b22250980	50906193	0684873532		2002040893	Selah's bed : a novel / Jenoyne Adams	Free Press, c2003	bib	2010-09-10 19:32:07	0	2003.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Adams, Jenoyne
9021973	uc1.32106016476506	deny	ic	7134824		UC	.b19769799	34845141	014024025X (pbk.)			Holly / Albert French	Penguin Books, 1996	bib	2010-09-15 20:35:43	0	1996.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	French, Albert
9034881	uc1.32106016491836	deny	ic	7143341		UC	.b22760325	50337116	1902881591		2004269901	Water Street / Crystal E Wilkinson	Toby Press, c2002	bib	2009-11-24 21:30:03	0	2002.0	enk	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Wilkinson, Crystal
9033633	uc1.32106016638576	deny	ic	7142433		UC	.b22243653	49742305	1888451319		2002101545	Seed / Mustafa Mutabaruka	Akashic Books, c2002	bib	2010-09-22 20:31:36	0	2002.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Mutabaruka, Mustafa, 1967-
3783015	uc1.32106016747765	deny	ic	1278048		UC	.b15778678	243776			59010256 /L	A touch of innocence / by Katherine Dunham.	Harcourt, Brace, c1959.	ren	2012-06-22 05:30:02	0	1959.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Dunham, Katherine.
10280255	uc1.32106016923267	deny	ic	8325775		UC	.b20938238	26672658	0452269652 :		92034317	Jazz / Toni Morrison	Plume Books, [1993]	bib	2010-07-20 08:56:11	0	1993.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Morrison, Toni
9035652	uc1.32106016994326	deny	ic	7143745		UC	.b22941058	42072166	0375703977 (pbk.)		99042029	A visitation of spirits : a novel / Randall Kenan	Vintage Books, 2000	bib	2009-12-06 23:30:11	0	2000.0	nyu	eng	BK	UCSC	universityofcalifornia	universityofcalifornia	google	google	Kenan, Randall
